IDs,length,Exptl.,resolution,R-factor,FreeRvalue
4NG0A,97,XRAY,1.501,0.16,0.19
4NGDA,302,XRAY,1.958,0.18,0.2
4NHBA,341,XRAY,1.902,0.19,0.25
4NHEA,328,XRAY,1.95,0.18,0.21
4NHOA,488,XRAY,2,0.19,0.22
4NI2A,197,XRAY,1.9,0.16,0.2
4NI5A,254,XRAY,1.7,0.15,0.18
4NI6A,150,XRAY,1.1,0.18,0.21
4NIMA,277,XRAY,1.8,0.16,0.19
4NIRA,297,XRAY,1.772,0.19,0.22
4NJHA,230,XRAY,1.898,0.15,0.17
4NJMA,309,XRAY,1.79,0.21,0.24
4NK2A,193,XRAY,1.96,0.21,0.25
4NK4A,301,XRAY,1.7,0.17,0.2
4NKPA,148,XRAY,1.24,0.13,0.15
4NL9A,71,XRAY,1.5,0.18,0.2
4NL9C,71,XRAY,1.5,0.18,0.2
4NLMA,363,XRAY,1.18,0.15,0.18
4NM9A,1005,XRAY,1.898,0.16,0.19
4NMIA,310,XRAY,1.78,0.17,0.2
4NMUA,147,XRAY,1.35,0.14,0.18
4NMWA,259,XRAY,1.496,0.14,0.18
4NMYA,303,XRAY,1.896,0.17,0.2
4NN2A,129,XRAY,1.472,0.16,0.18
4NN3A,357,XRAY,1.4,0.15,0.19
4NN5A,130,XRAY,1.898,0.17,0.2
4NN5B,223,XRAY,1.898,0.17,0.2
4NN5C,212,XRAY,1.898,0.17,0.2
4NNBA,542,XRAY,2,0.21,0.25
4NNOA,291,XRAY,1.174,0.15,0.16
4NNRA,142,XRAY,1.98,0.16,0.22
4NOAA,112,XRAY,1.25,0.16,0.17
4NOBA,126,XRAY,1.51,0.16,0.19
4NOFA,125,XRAY,1.65,0.18,0.2
4NOGA,442,XRAY,1.2,0.14,0.17
4NOHA,169,XRAY,1.502,0.16,0.2
4NOVA,345,XRAY,1.33,0.18,0.19
4NPCA,265,XRAY,1.75,0.15,0.19
4NPDA,58,XRAY,0.9,0.11,0.13
4NPLA,250,XRAY,1.651,0.21,0.24
4NPXA,115,XRAY,1.93,0.19,0.27
4NQ8A,342,XRAY,1.5,0.16,0.18
4NS0A,133,XRAY,1.8,0.19,0.23
4NS5A,227,XRAY,1.9,0.21,0.25
4NSMA,87,XRAY,1.6,0.2,0.24
4NSNA,295,XRAY,1.6,0.17,0.19
4NSVA,275,XRAY,0.9,0.14,0.16
4NT1A,207,XRAY,1.8,0.18,0.21
4NT9B,219,XRAY,1.705,0.18,0.21
4NTCA,335,XRAY,1.9,0.19,0.22
4NTDA,340,XRAY,1.6,0.15,0.16
4NTKA,121,XRAY,1.6,0.19,0.22
4NTLA,247,XRAY,1.799,0.18,0.21
4NUHA,216,XRAY,1.34,0.18,0.2
4NUTA,129,XRAY,1.55,0.2,0.23
4NUTB,57,XRAY,1.55,0.2,0.23
4NUUA,317,XRAY,1.95,0.17,0.2
4NUUC,32,XRAY,1.95,0.17,0.2
4NUZA,899,XRAY,1.905,0.19,0.23
4NV0A,319,XRAY,1.65,0.16,0.19
4NV4A,176,XRAY,1.8,0.17,0.2
4NV8A,312,XRAY,1.84,0.2,0.23
4NWBA,278,XRAY,1.8,0.18,0.2
4NWYA,134,XRAY,2,0.2,0.24
4NX1A,326,XRAY,1.6,0.15,0.18
4NX8A,293,XRAY,1.698,0.16,0.19
4NXYA,194,XRAY,1.449,0.18,0.22
4NYHA,182,XRAY,1.2,0.14,0.17
4NYQA,164,XRAY,1.2,0.15,0.19
4NZCA,398,XRAY,1.45,0.2,0.21
4NZJA,477,XRAY,1.57,0.15,0.17
4NZKA,353,XRAY,1.49,0.13,0.16
4NZRM,416,XRAY,1.65,0.16,0.19
4NZUL,211,XRAY,1.2,0.14,0.16
4NZVA,336,XRAY,1.901,0.23,0.27
4O00A,104,XRAY,1.853,0.17,0.21
4O06A,106,XRAY,1.15,0.17,0.19
4O0AA,123,XRAY,1.2,0.16,0.18
4O0CA,309,XRAY,1.5,0.15,0.2
4O0KA,329,XRAY,1.5,0.16,0.18
4O1EA,290,XRAY,1.61,0.19,0.21
4O1KA,233,XRAY,1.83,0.19,0.21
4O1RA,142,XRAY,1.4,0.16,0.19
4O1WA,79,XRAY,2,0.17,0.22
4O2WA,404,XRAY,2,0.18,0.22
4O3VB,181,XRAY,1.95,0.17,0.19
4O4FA,248,XRAY,1.7,0.19,0.22
4O4OA,207,XRAY,1.95,0.17,0.21
4O4VA,252,XRAY,1.23,0.15,0.16
4O59O,332,XRAY,1.52,0.18,0.21
4O5AA,345,XRAY,1.777,0.17,0.2
4O5FA,280,XRAY,1.55,0.16,0.18
4O5HA,511,XRAY,2,0.17,0.19
4O5NA,323,XRAY,1.75,0.17,0.18
4O65A,166,XRAY,1.796,0.18,0.23
4O66A,76,XRAY,1.9,0.17,0.2
4O6AA,362,XRAY,1.859,0.19,0.22
4O6MA,372,XRAY,1.901,0.2,0.22
4O6RA,496,XRAY,1.9,0.15,0.18
4O6UA,184,XRAY,0.89,0.12,0.13
4O6VA,242,XRAY,1.85,0.15,0.18
4O6YA,230,XRAY,1.7,0.2,0.22
4O7HA,222,XRAY,1.6,0.18,0.2
4O7JB,163,XRAY,1.8,0.18,0.24
4O7KA,190,XRAY,1.748,0.2,0.24
4O7QA,94,XRAY,1.82,0.18,0.24
4O87A,320,XRAY,1.8,0.16,0.2
4O89A,341,XRAY,1.9,0.18,0.23
4O8MA,346,XRAY,1.7,0.19,0.24
4O8VA,308,XRAY,1.815,0.18,0.21
4O8YA,185,XRAY,1.95,0.17,0.21
4O8YB,240,XRAY,1.95,0.17,0.21
4O9DB,428,XRAY,2,0.21,0.25
4O9GA,144,XRAY,1.9,0.2,0.24
4O9KA,130,XRAY,1.85,0.15,0.19
4O9LA,97,XRAY,1.944,0.17,0.21
4OA3A,146,XRAY,1.39,0.18,0.2
4OAGA,335,XRAY,2,0.17,0.22
4OANA,333,XRAY,1.35,0.14,0.16
4OAQA,367,XRAY,1.858,0.2,0.25
4OB0B,233,XRAY,1.2,0.15,0.19
4OB7A,341,XRAY,1.65,0.16,0.17
4OBIA,106,XRAY,1.734,0.17,0.2
4OCVA,379,XRAY,1.472,0.19,0.2
4OD6A,90,XRAY,1.199,0.18,0.21
4OD8B,232,XRAY,1.85,0.18,0.22
4OD8D,52,XRAY,1.85,0.18,0.22
4ODKA,158,XRAY,1.401,0.14,0.17
4OE6A,580,XRAY,1.951,0.18,0.2
4OE9A,121,XRAY,1.55,0.14,0.17
4OEBA,138,XRAY,1.85,0.17,0.2
4OECA,248,XRAY,1.9,0.2,0.25
4OELA,370,XRAY,1.4,0.18,0.2
4OELB,70,XRAY,1.4,0.18,0.2
4OEVA,494,XRAY,1.9,0.2,0.23
4OF6A,120,XRAY,1.696,0.18,0.21
4OF8A,228,XRAY,1.902,0.17,0.21
4OFAA,192,XRAY,1.55,0.14,0.18
4OFCA,335,XRAY,1.99,0.2,0.24
4OFFA,144,XRAY,1.888,0.18,0.23
4OFKA,108,XRAY,1.802,0.19,0.21
4OFQA,347,XRAY,1.8,0.18,0.23
4OGDA,465,XRAY,1.6,0.17,0.2
4OGGA,388,XRAY,1.6,0.18,0.21
4OH1A,351,XRAY,2,0.17,0.22
4OH7A,320,XRAY,1.5,0.16,0.18
4OHCA,236,XRAY,1.85,0.16,0.2
4OHJA,229,XRAY,1.28,0.14,0.18
4OHNA,257,XRAY,1.37,0.14,0.15
4OHXA,431,XRAY,1.98,0.19,0.22
4OI3A,89,XRAY,1.3,0.15,0.17
4OIEA,185,XRAY,1.85,0.22,0.26
4OIJA,74,XRAY,2,0.24,0.28
4OIYA,191,XRAY,1.5,0.21,0.24
4OJ5A,776,XRAY,1.8,0.19,0.2
4OJMX,392,XRAY,1.95,0.17,0.21
4OJUA,148,XRAY,2,0.17,0.19
4OJXA,369,XRAY,1.31,0.17,0.18
4OK4A,736,XRAY,1.7,0.19,0.22
4OK7A,223,XRAY,1.9,0.21,0.24
4OKEA,168,XRAY,1.7,0.19,0.23
4OKIA,216,XRAY,1.5,0.18,0.22
4OKVE,66,XRAY,1.802,0.22,0.25
4OKZA,365,XRAY,1.9,0.14,0.18
4OL9A,304,XRAY,1.85,0.15,0.18
4OLNA,82,XRAY,1.7,0.18,0.21
4OLTA,248,XRAY,1.59,0.16,0.23
4OM8A,309,XRAY,1.55,0.16,0.19
4OMBA,347,XRAY,1.5,0.19,0.22
4OMFA,405,XRAY,1.71,0.15,0.18
4OMFB,281,XRAY,1.71,0.15,0.18
4OMFG,275,XRAY,1.71,0.15,0.18
4OMGA,318,XRAY,1.64,0.17,0.2
4OMOA,61,XRAY,1.04,0.15,0.17
4ONEA,262,XRAY,1.65,0.13,0.15
4ONMA,153,XRAY,1.35,0.16,0.19
4ONMB,160,XRAY,1.35,0.16,0.19
4ONRA,166,XRAY,1.6,0.17,0.2
4OO4A,105,XRAY,0.97,0.14,0.17
4OOPC,166,XRAY,1.5,0.17,0.21
4OPCA,453,XRAY,1.4,0.15,0.18
4OPMA,306,XRAY,1.7,0.16,0.18
4OPWA,241,XRAY,1.75,0.17,0.2
4OQ1A,368,XRAY,1.85,0.19,0.24
4OQ9A,159,XRAY,1.45,0.22,0.25
4OQJA,845,XRAY,1.904,0.15,0.18
4OQPA,264,XRAY,1.6,0.16,0.19
4OQRA,457,XRAY,1.81,0.18,0.22
4OQVA,377,XRAY,1.23,0.14,0.16
4OSNA,129,XRAY,1.76,0.2,0.23
4OTHA,341,XRAY,1.8,0.2,0.27
4OTKA,318,XRAY,1.6,0.15,0.17
4OTMA,141,XRAY,1.95,0.23,0.28
4OTNA,135,XRAY,1.9,0.2,0.24
4OU0A,73,XRAY,1.4,0.2,0.24
4OU6A,76,XRAY,1.96,0.19,0.23
4OU9A,490,XRAY,2,0.18,0.2
4OUHA,163,XRAY,2,0.19,0.24
4OUJA,307,XRAY,1.46,0.16,0.18
4OUNA,163,XRAY,1.8,0.21,0.27
4OUSA,143,XRAY,1.05,0.15,0.16
4OV4A,414,XRAY,2,0.16,0.21
4OVDA,564,XRAY,2,0.18,0.23
4OVJA,418,XRAY,1.65,0.12,0.16
4OVKA,341,XRAY,1.71,0.14,0.19
4OVSA,332,XRAY,1.8,0.19,0.23
4OVTA,324,XRAY,1.8,0.15,0.18
4OVYA,310,XRAY,1.8,0.13,0.17
4OWKA,138,XRAY,2,0.16,0.19
4OWTA,466,XRAY,2,0.17,0.2
4OWTB,211,XRAY,2,0.17,0.2
4OWTC,104,XRAY,2,0.17,0.2
4OX3A,219,XRAY,2,0.21,0.25
4OX6A,127,XRAY,1.337,0.17,0.19
4OXWA,119,XRAY,1.73,0.19,0.22
4OXXA,162,XRAY,1.21,0.14,0.16
4OY3A,231,XRAY,1.2,0.13,0.14
4OY5A,30,XRAY,0.89,0.07,0.08
4OY6A,186,XRAY,1.29,0.12,0.14
4OY7A,196,XRAY,1.5,0.2,0.22
4OYDB,117,XRAY,1.8,0.15,0.18
4OZJA,143,XRAY,1.45,0.17,0.19
4OZUA,394,XRAY,1.65,0.17,0.2
4OZWA,335,XRAY,1.64,0.17,0.19
4OZXA,285,XRAY,1.88,0.18,0.2
4P04A,571,XRAY,1.95,0.16,0.17
4P09A,184,XRAY,1.7,0.18,0.23
4P0DA,489,XRAY,1.9,0.21,0.25
4P0FA,393,XRAY,1.7,0.17,0.19
4P0GA,435,XRAY,1.65,0.16,0.19
4P0LA,154,XRAY,1.55,0.18,0.21
4P0TA,176,XRAY,1.493,0.13,0.16
4P0ZA,149,XRAY,1.35,0.17,0.2
4P13A,387,XRAY,1.73,0.15,0.16
4P17A,313,XRAY,1.794,0.2,0.26
4P1EA,343,XRAY,1.9,0.2,0.24
4P1MA,123,XRAY,1.95,0.23,0.27
4P29A,231,XRAY,1.95,0.19,0.22
4P2IA,137,XRAY,1.9,0.21,0.25
4P32A,249,XRAY,1.55,0.2,0.22
4P3AA,79,XRAY,1.4,0.15,0.17
4P3FA,216,XRAY,1.699,0.18,0.22
4P3HA,193,XRAY,1.45,0.17,0.2
4P3VA,90,XRAY,1.25,0.16,0.17
4P3WG,24,XRAY,2,0.2,0.23
4P40A,425,XRAY,1.2,0.14,0.16
4P47A,345,XRAY,1.3,0.17,0.19
4P4MA,378,XRAY,1.918,0.17,0.18
4P4UA,363,XRAY,1.9,0.21,0.26
4P56A,343,XRAY,1.9,0.15,0.2
4P5AA,239,XRAY,1.76,0.16,0.19
4P5EA,152,XRAY,1.35,0.16,0.18
4P5NB,77,XRAY,1.49,0.14,0.18
4P5PA,225,XRAY,1.54,0.15,0.19
4P61A,248,XRAY,1.34,0.17,0.2
4P67A,40,XRAY,1.9,0.19,0.25
4P6BA,390,XRAY,1.7,0.17,0.19
4P6QA,286,XRAY,2,0.2,0.24
4P7CA,322,XRAY,1.85,0.15,0.2
4P7OA,367,XRAY,1.48,0.22,0.25
4P7XA,292,XRAY,1.3,0.14,0.16
4P82A,183,XRAY,1.3,0.18,0.21
4P8BA,342,XRAY,1.3,0.15,0.17
4P8IA,260,XRAY,1.85,0.16,0.21
4P8NA,480,XRAY,1.79,0.2,0.23
4P98A,317,XRAY,1.9,0.16,0.2
4P9IA,174,XRAY,1.34,0.14,0.16
4PABA,869,XRAY,1.85,0.21,0.23
4PAGB,324,XRAY,1.901,0.14,0.2
4PAKA,326,XRAY,1.2,0.15,0.16
4PASA,41,XRAY,1.62,0.19,0.22
4PASB,41,XRAY,1.62,0.19,0.22
4PAUA,150,XRAY,2,0.2,0.26
4PBDA,110,XRAY,1.68,0.2,0.24
4PBHA,334,XRAY,1.2,0.14,0.15
4PBPA,210,XRAY,1.648,0.15,0.17
4PBQA,327,XRAY,1.65,0.15,0.18
4PC3C,282,XRAY,1.831,0.16,0.2
4PC4A,245,XRAY,1.8,0.16,0.18
4PC9A,322,XRAY,1.3,0.14,0.15
4PCAB,226,XRAY,1.5,0.15,0.17
4PCHA,273,XRAY,1.7,0.17,0.2
4PD2A,272,XRAY,1.65,0.15,0.18
4PDCE,150,XRAY,1.991,0.17,0.21
4PDNA,190,XRAY,1.448,0.15,0.17
4PDXA,640,XRAY,1.75,0.18,0.22
4PDYA,351,XRAY,1.35,0.13,0.17
4PE0X,92,XRAY,1.08,0.19,0.21
4PE3A,345,XRAY,1.35,0.17,0.2
4PE6A,341,XRAY,1.86,0.18,0.22
4PEDA,393,XRAY,1.64,0.17,0.21
4PEIA,356,XRAY,1.95,0.19,0.23
4PEOA,106,XRAY,1.73,0.19,0.21
4PERA,460,XRAY,1.92,0.2,0.25
4PERB,113,XRAY,1.92,0.2,0.25
4PEUA,313,XRAY,1.8,0.15,0.17
4PF3A,275,XRAY,1.1,0.15,0.18
4PF4A,278,XRAY,1.13,0.12,0.15
4PF6A,330,XRAY,1.75,0.14,0.16
4PF8A,325,XRAY,1.5,0.15,0.17
4PFOA,788,XRAY,1.75,0.17,0.19
4PFYA,544,XRAY,1.5,0.16,0.19
4PGAA,337,XRAY,1.7,0.2,0.25
4PGRA,217,XRAY,1.95,0.21,0.23
4PH2A,134,XRAY,1.44,0.16,0.19
4PH8A,156,XRAY,1.55,0.16,0.23
4PHJA,173,XRAY,1.6,0.17,0.2
4PHQA,298,XRAY,1.94,0.17,0.21
4PHRA,277,XRAY,1.34,0.15,0.19
4PI8A,228,XRAY,1.39,0.15,0.17
4PIBA,193,XRAY,2,0.18,0.22
4PICA,156,XRAY,1.4,0.18,0.2
4PIOA,323,XRAY,1.506,0.15,0.18
4PITA,149,XRAY,1.55,0.17,0.19
4PJ2A,135,XRAY,1.24,0.15,0.17
4PJ2C,122,XRAY,1.24,0.15,0.17
4PJRA,303,XRAY,2,0.19,0.22
4PK9A,373,XRAY,1.96,0.19,0.22
4PKLA,119,XRAY,1.251,0.17,0.18
4PKMA,309,XRAY,1.65,0.18,0.2
4PL9A,183,XRAY,1.9,0.15,0.18
4PLZA,322,XRAY,1.05,0.13,0.15
4PMHA,366,XRAY,1.79,0.18,0.23
4PMOA,234,XRAY,1.33,0.15,0.17
4PMXA,306,XRAY,1.304,0.13,0.17
4PNDA,31,XRAY,1.75,0.19,0.23
4PNEA,302,XRAY,1.5,0.2,0.22
4PNLA,227,XRAY,1.5,0.21,0.24
4PNOA,72,XRAY,0.97,0.14,0.16
4PO5A,167,XRAY,1.751,0.17,0.19
4PO5B,161,XRAY,1.751,0.17,0.19
4PO6A,567,XRAY,1.99,0.2,0.23
4PO6B,34,XRAY,1.99,0.2,0.23
4PONA,200,XRAY,1.9,0.2,0.24
4POWA,265,XRAY,1.55,0.17,0.19
4PP4A,276,XRAY,1.45,0.17,0.18
4PP8A,125,XRAY,1.95,0.19,0.22
4PP8C,174,XRAY,1.95,0.19,0.22
4PPRA,334,XRAY,2,0.19,0.21
4PQ0A,242,XRAY,1.65,0.22,0.25
4PQ9A,257,XRAY,1.2,0.12,0.14
4PQDA,105,XRAY,1.332,0.17,0.19
4PQGA,511,XRAY,2,0.2,0.25
4PQHA,236,XRAY,1.4,0.15,0.19
4PQQA,156,XRAY,1.55,0.16,0.18
4PS2A,79,XRAY,2,0.18,0.22
4PS6A,130,XRAY,1.25,0.12,0.16
4PSCA,254,XRAY,1.15,0.15,0.17
4PSFA,138,XRAY,1.578,0.18,0.19
4PSRA,585,XRAY,1.38,0.14,0.17
4PSSA,159,XRAY,0.849,0.15,0.17
4PT1A,131,XRAY,1.65,0.19,0.23
4PTNA,343,XRAY,1.99,0.18,0.2
4PTZC,191,XRAY,1.901,0.17,0.21
4PU5A,453,XRAY,1.834,0.16,0.17
4PU7B,118,XRAY,1.85,0.19,0.22
4PUHA,93,XRAY,1.898,0.18,0.2
4PUIA,96,XRAY,1.698,0.19,0.21
4PUXA,160,XRAY,1.43,0.12,0.15
4PV2A,197,XRAY,1.79,0.16,0.21
4PV2B,131,XRAY,1.79,0.16,0.21
4PVAA,342,XRAY,1.23,0.14,0.16
4PVKA,500,XRAY,1.3,0.14,0.16
4PW0A,283,XRAY,1.48,0.1,0.13
4PW2A,585,XRAY,1.9,0.21,0.24
4PWOA,250,XRAY,1.52,0.17,0.19
4PWWA,89,XRAY,1.471,0.18,0.22
4PWYA,264,XRAY,1.9,0.16,0.19
4PXEA,430,XRAY,1.449,0.16,0.18
4PXOA,238,XRAY,1.8,0.14,0.17
4PXVA,49,XRAY,1.8,0.19,0.23
4PXWB,381,XRAY,1.72,0.18,0.22
4PXYA,250,XRAY,1.5,0.14,0.16
4PYHA,294,XRAY,1.65,0.18,0.22
4PYRA,305,XRAY,1.45,0.19,0.23
4PYSA,506,XRAY,1.822,0.17,0.19
4PYTA,309,XRAY,1.853,0.2,0.23
4PZ0A,324,XRAY,1.25,0.13,0.15
4PZ1A,98,XRAY,1.73,0.18,0.21
4PZ3A,153,XRAY,1.083,0.17,0.18
4PZAA,223,XRAY,1.776,0.18,0.22
4PZJA,70,XRAY,1.6,0.19,0.21
4PZKA,170,XRAY,1.5,0.15,0.18
4PZVA,421,XRAY,1.704,0.21,0.26
4Q0YA,134,XRAY,1.7,0.18,0.2
4Q14A,139,XRAY,1.7,0.16,0.18
4Q1KA,268,XRAY,1.75,0.17,0.19
4Q27A,136,XRAY,1.2,0.15,0.18
4Q29A,128,XRAY,1.349,0.13,0.15
4Q2LA,70,XRAY,1.071,0.18,0.2
4Q2QA,102,XRAY,1.45,0.16,0.21
4Q2SA,143,XRAY,1.35,0.19,0.21
4Q2UA,86,XRAY,1.8,0.18,0.21
4Q2WA,290,XRAY,1.65,0.18,0.22
4Q34A,323,XRAY,1.6,0.16,0.19
4Q3KA,260,XRAY,1.57,0.15,0.19
4Q3OA,348,XRAY,1.74,0.15,0.18
4Q40A,385,XRAY,1.831,0.17,0.2
4Q4GX,472,XRAY,0.97,0.13,0.17
4Q4W1,305,XRAY,1.4,0.15,1
4Q4W2,271,XRAY,1.4,0.15,1
4Q4W3,240,XRAY,1.4,0.15,1
4Q4W4,69,XRAY,1.4,0.15,1
4Q51A,281,XRAY,1.9,0.16,0.21
4Q53A,110,XRAY,1.27,0.15,0.18
4Q57A,65,XRAY,1.8,0.15,0.19
4Q5EA,174,XRAY,1.869,0.19,0.23
4Q5EC,156,XRAY,1.869,0.19,0.23
4Q5QA,219,XRAY,1.931,0.18,0.23
4Q5TA,257,XRAY,1.907,0.18,0.23
4Q5WA,183,XRAY,1.801,0.18,0.23
4Q62A,422,XRAY,1.898,0.18,0.21
4Q63A,105,XRAY,1.953,0.18,0.22
4Q68A,240,XRAY,1.07,0.11,0.14
4Q6BA,356,XRAY,1.667,0.17,0.21
4Q6JA,252,XRAY,1.369,0.14,0.17
4Q6TA,351,XRAY,1.4,0.14,0.17
4Q6UA,353,XRAY,1.95,0.18,0.22
4Q6VA,136,XRAY,1.97,0.22,0.29
4Q7EA,129,XRAY,1.441,0.14,0.18
4Q7FA,527,XRAY,1.98,0.19,0.22
4Q7GA,324,XRAY,1.7,0.17,0.2
4Q7KA,250,XRAY,1.8,0.2,0.21
4Q7OA,146,XRAY,1.45,0.15,0.19
4Q7QA,266,XRAY,1.451,0.15,0.19
4Q7ZA,250,XRAY,1.4,0.21,0.21
4Q82A,277,XRAY,1.848,0.15,0.17
4Q88A,359,XRAY,1.73,0.14,0.16
4Q8KA,375,XRAY,1.646,0.2,0.23
4Q8RA,252,XRAY,1.65,0.14,0.18
4Q8WA,388,XRAY,1.14,0.14,0.15
4Q98A,369,XRAY,1.3,0.12,0.16
4Q9BA,103,XRAY,1.5,0.18,0.22
4Q9NA,298,XRAY,1.795,0.19,0.23
4QA8A,229,XRAY,1.1,0.17,0.19
4QA9A,388,XRAY,1.56,0.12,0.15
4QAMB,201,XRAY,1.83,0.16,0.2
4QASA,201,XRAY,1.25,0.17,0.19
4QB0A,103,XRAY,1.75,0.18,0.23
4QB3A,127,XRAY,0.94,0.14,0.15
4QB6A,164,XRAY,1.35,0.17,0.18
4QBBA,167,XRAY,1.6,0.17,0.2
4QBLA,145,XRAY,2,0.18,0.2
4QBNA,93,XRAY,1.85,0.17,0.2
4QBOA,92,XRAY,1.3,0.17,0.18
4QBSA,138,XRAY,1.8,0.17,0.2
4QBUA,444,XRAY,1.7,0.17,0.2
4QC6A,179,XRAY,1.3,0.15,0.17
4QCJA,143,XRAY,2,0.18,0.24
4QDCA,390,XRAY,1.9,0.19,0.22
4QDIA,472,XRAY,1.8,0.23,0.25
4QDJA,238,XRAY,1.6,0.14,0.18
4QDNA,136,XRAY,1.7,0.17,0.19
4QE0A,186,XRAY,1.85,0.16,0.17
4QE6A,233,XRAY,1.648,0.2,0.24
4QEDA,248,XRAY,1.85,0.18,0.2
4QEKA,301,XRAY,1.299,0.13,0.14
4QEOA,533,XRAY,2,0.19,0.23
4QF3A,58,XRAY,1.6,0.19,0.22
4QFEA,259,XRAY,1.95,0.2,0.22
4QFLA,541,XRAY,1.749,0.16,0.18
4QFTA,186,XRAY,1.76,0.15,0.21
4QFUA,484,XRAY,1.9,0.14,0.17
4QFVA,234,XRAY,1.999,0.18,0.22
4QGEA,533,XRAY,2,0.24,0.27
4QGOA,225,XRAY,1.5,0.15,0.18
4QGPA,118,XRAY,1.78,0.2,0.24
4QGRA,382,XRAY,1.75,0.16,0.18
4QGSA,398,XRAY,1.7,0.19,0.22
4QHEA,285,XRAY,1.4,0.17,0.19
4QHJA,110,XRAY,1.75,0.18,0.2
4QHPA,870,XRAY,1.6,0.15,0.18
4QHQA,241,XRAY,1.4,0.17,0.2
4QHRA,356,XRAY,1.9,0.2,0.23
4QHWA,401,XRAY,1.35,0.11,0.13
4QI3A,208,XRAY,1.4,0.18,0.23
4QI8A,214,XRAY,1.1,0.13,0.15
4QIIA,334,XRAY,1.64,0.15,0.18
4QITA,357,XRAY,1.4,0.18,0.2
4QJVA,259,XRAY,1.601,0.18,0.21
4QJVB,94,XRAY,1.601,0.18,0.21
4QKDA,200,XRAY,1.35,0.15,0.16
4QKHA,135,XRAY,1.8,0.18,0.25
4QKWA,108,XRAY,1.7,0.21,0.24
4QLPA,176,XRAY,1.1,0.13,0.14
4QLPB,199,XRAY,1.1,0.13,0.14
4QLXA,219,XRAY,1.95,0.19,0.23
4QM6A,171,XRAY,1.5,0.15,0.17
4QMAA,208,XRAY,1.65,0.17,0.2
4QMDB,193,XRAY,1.601,0.17,0.2
4QMHA,241,XRAY,1.652,0.16,0.19
4QMIA,240,XRAY,1.9,0.18,0.21
4QN8A,155,XRAY,1.751,0.19,0.23
4QNDA,101,XRAY,1.698,0.2,0.21
4QNSA,106,XRAY,1.497,0.16,0.19
4QNWA,392,XRAY,1.8,0.18,0.22
4QO5A,521,XRAY,1.697,0.17,0.2
4QOLA,491,XRAY,1.65,0.17,0.2
4QOSA,265,XRAY,1.42,0.17,0.19
4QP5A,140,XRAY,1.26,0.13,0.17
4QPKA,243,XRAY,1.66,0.17,0.19
4QPNA,227,XRAY,1.25,0.12,0.17
4QPOA,53,XRAY,1.999,0.19,0.23
4QPTA,215,XRAY,1.351,0.17,0.2
4QPVA,296,XRAY,1.8,0.18,0.21
4QPWA,142,XRAY,1.14,0.16,0.18
4QQ0A,280,XRAY,2,0.2,0.24
4QQ6A,67,XRAY,1.75,0.17,0.24
4QQHA,137,XRAY,1.2,0.15,0.17
4QQSA,315,XRAY,1.1,0.12,0.14
4QR2A,97,XRAY,1.8,0.19,0.23
4QR9A,76,XRAY,2,0.2,0.23
4QREA,547,XRAY,1.7,0.2,0.24
4QRHA,210,XRAY,1.65,0.2,0.23
4QRKA,220,XRAY,1.95,0.17,0.21
4QRLA,116,XRAY,1.79,0.17,0.22
4QRNA,373,XRAY,1.07,0.14,0.15
4QROA,348,XRAY,1.65,0.19,0.22
4QS8A,474,XRAY,1.798,0.19,0.22
4QT3A,134,XRAY,1.4,0.15,0.19
4QT6A,159,XRAY,1.64,0.17,0.21
4QTCA,357,XRAY,1.4,0.15,0.16
4QTOA,520,XRAY,1.65,0.14,0.16
4QTPA,144,XRAY,1.9,0.17,0.19
4QTQA,214,XRAY,2,0.2,0.24
4QTTB,208,XRAY,2,0.19,0.24
4QU6A,107,XRAY,1.75,0.18,0.25
4QUCA,68,XRAY,1.502,0.21,0.25
4QUKA,319,XRAY,1.9,0.18,0.23
4QUSA,149,XRAY,1.28,0.11,0.14
4QV2A,341,XRAY,1.68,0.16,0.18
4QWOA,157,XRAY,1.52,0.14,0.17
4QX5A,153,XRAY,1.318,0.2,0.22
4QXBA,329,XRAY,1.6,0.17,0.21
4QXBB,68,XRAY,1.6,0.17,0.21
4QXLA,120,XRAY,1.512,0.2,0.23
4QY7A,93,XRAY,1.55,0.19,0.22
4QYIA,186,XRAY,1.95,0.22,0.25
4QYOA,114,XRAY,1.208,0.15,0.17
4QYSB,442,XRAY,1.939,0.2,0.25
4QYTA,194,XRAY,1.05,0.11,0.13
4QYWA,119,XRAY,1.597,0.05,0.27
4R03A,109,XRAY,1.5,0.17,0.19
4R12A,593,XRAY,1.95,0.18,0.2
4R16A,418,XRAY,1.55,0.22,0.25
4R1DA,569,XRAY,1.749,0.18,0.21
4R1DB,348,XRAY,1.749,0.18,0.21
4R1HA,128,XRAY,1.76,0.17,0.21
4R1JA,197,XRAY,1.4,0.18,0.2
4R1NA,282,XRAY,1.8,0.21,0.24
4R1SA,337,XRAY,1.6,0.17,0.19
4R1VA,291,XRAY,1.2,0.15,0.18
4R23A,482,XRAY,1.84,0.16,0.19
4R2BA,396,XRAY,1.87,0.18,0.23
4R2FA,431,XRAY,2,0.17,0.21
4R2VA,314,XRAY,1.9,0.18,0.21
4R2XC,252,XRAY,0.93,0.15,0.16
4R2YA,68,XRAY,1.755,0.2,0.23
4R2ZA,91,XRAY,1.7,0.19,0.23
4R33A,420,XRAY,1.78,0.16,0.18
4R37A,275,XRAY,1.9,0.15,0.18
